phase,T_celsius,T_K,elem_a,elem_b,omega_Jmol,z_bcc,lsq_xmin,lsq_xmax,lsq_npts
BCC_A2,650,923.15,FE,TI,-5705.69049274159,8,0.05,0.95,19
BCC_A2,650,923.15,FE,W,183.20599223416139,8,0.05,0.95,19
BCC_A2,650,923.15,MN,MO,1264.8907247050288,8,0.05,0.95,19
BCC_A2,650,923.15,MN,NB,14.953068230436442,8,0.05,0.95,19
BCC_A2,650,923.15,MN,NI,-379.125675480822,8,0.05,0.95,19
BCC_A2,650,923.15,MN,SI,-11187.075704493143,8,0.05,0.95,19
BCC_A2,650,923.15,MN,TI,-2884.9022945617658,8,0.05,0.95,19
BCC_A2,650,923.15,MN,W,14.953068232234333,8,0.05,0.95,19
BCC_A2,650,923.15,MO,NB,1.240522089849644e-08,8,0.05,0.95,19
BCC_A2,650,923.15,MO,NI,69.63266144536117,8,0.05,0.95,19
BCC_A2,650,923.15,MO,SI,-7499.6259390207715,8,0.05,0.95,19
BCC_A2,650,923.15,MO,TI,-582.3134759379277,8,0.05,0.95,19
BCC_A2,650,923.15,MO,W,249.98753129344138,8,0.05,0.95,19
BCC_A2,650,923.15,NB,NI,-2303.8097239569615,8,0.05,0.95,19
BCC_A2,650,923.15,NB,SI,-18624.33603276324,8,0.05,0.95,19
BCC_A2,650,923.15,NB,TI,1749.9127189535002,8,0.05,0.95,19
BCC_A2,650,923.15,NB,W,-4292.660893285258,8,0.05,0.95,19
BCC_A2,650,923.15,NI,SI,-25627.10891884958,8,0.05,0.95,19
BCC_A2,650,923.15,NI,TI,-12136.049085936664,8,0.05,0.95,19
BCC_A2,650,923.15,NI,W,0.6520811191396323,8,0.05,0.95,19
BCC_A2,650,923.15,SI,TI,-32959.75814337126,8,0.05,0.95,19
BCC_A2,650,923.15,SI,W,2.2898386458942955e-07,8,0.05,0.95,19
BCC_A2,650,923.15,TI,W,208.1653654346658,8,0.05,0.95,19
BCC_A2,670,943.15,CR,CU,1.3532190470652432,8,0.05,0.95,19
BCC_A2,670,943.15,CR,FE,3585.463508905802,8,0.05,0.95,19
BCC_A2,670,943.15,CR,MN,-2531.346936432587,8,0.05,0.95,19
BCC_A2,670,943.15,CR,MO,1585.1426659919573,8,0.05,0.95,19
BCC_A2,670,943.15,CR,NB,648.2811020164945,8,0.05,0.95,19
BCC_A2,670,943.15,CR,NI,484.9136864548181,8,0.05,0.95,19
BCC_A2,670,943.15,CR,SI,-13066.570259187412,8,0.05,0.95,19
BCC_A2,670,943.15,CR,TI,1423.551968992966,8,0.05,0.95,19
BCC_A2,670,943.15,CR,W,403.0774486071812,8,0.05,0.95,19
BCC_A2,670,943.15,CU,FE,143.65518866886956,8,0.05,0.95,19
BCC_A2,670,943.15,CU,MN,2264.0209046123427,8,0.05,0.95,19
BCC_A2,670,943.15,CU,MO,2.1024619154732117e-08,8,0.05,0.95,19
BCC_A2,670,943.15,CU,NB,56.90409846195034,8,0.05,0.95,19
BCC_A2,670,943.15,CU,NI,1079.2944710881347,8,0.05,0.95,19
BCC_A2,670,943.15,CU,SI,-3238.936296151439,8,0.05,0.95,19
BCC_A2,670,943.15,CU,TI,-1.3387465967812886e-08,8,0.05,0.95,19
BCC_A2,670,943.15,CU,W,2.284130638532795e-08,8,0.05,0.95,19
BCC_A2,670,943.15,FE,MN,1323.7296601720548,8,0.05,0.95,19
BCC_A2,670,943.15,FE,MO,836.9386185344898,8,0.05,0.95,19
BCC_A2,670,943.15,FE,NB,964.306853238349,8,0.05,0.95,19
BCC_A2,670,943.15,FE,NI,803.0663426600258,8,0.05,0.95,19
BCC_A2,670,943.15,FE,SI,-17083.132541167502,8,0.05,0.95,19
BCC_A2,670,943.15,FE,TI,-5772.6138222071695,8,0.05,0.95,19
BCC_A2,670,943.15,FE,W,217.63205935970797,8,0.05,0.95,19
BCC_A2,670,943.15,MN,MO,1263.6593260954262,8,0.05,0.95,19
BCC_A2,670,943.15,MN,NB,13.721669620282222,8,0.05,0.95,19
BCC_A2,670,943.15,MN,NI,-384.0160389147131,8,0.05,0.95,19
BCC_A2,670,943.15,MN,SI,-11188.307103100195,8,0.05,0.95,19
BCC_A2,670,943.15,MN,TI,-2886.133693169156,8,0.05,0.95,19
BCC_A2,670,943.15,MN,W,13.721669622132026,8,0.05,0.95,19
BCC_A2,670,943.15,MO,NB,1.2443999721212736e-08,8,0.05,0.95,19
BCC_A2,670,943.15,MO,NI,79.44751580749183,8,0.05,0.95,19
BCC_A2,670,943.15,MO,SI,-7499.625939020077,8,0.05,0.95,19
BCC_A2,670,943.15,MO,TI,-456.1483583243118,8,0.05,0.95,19
BCC_A2,670,943.15,MO,W,249.9875312935552,8,0.05,0.95,19
BCC_A2,670,943.15,NB,NI,-2306.8241383518566,8,0.05,0.95,19
BCC_A2,670,943.15,NB,SI,-18624.33603276207,8,0.05,0.95,19
BCC_A2,670,943.15,NB,TI,1749.9127189546284,8,0.05,0.95,19
BCC_A2,670,943.15,NB,W,-4292.660893284736,8,0.05,0.95,19
BCC_A2,670,943.15,NI,SI,-25630.12333324075,8,0.05,0.95,19
BCC_A2,670,943.15,NI,TI,-12139.483307666753,8,0.05,0.95,19
BCC_A2,670,943.15,NI,W,0.94984859702445,8,0.05,0.95,19
BCC_A2,670,943.15,SI,TI,-32959.589898193386,8,0.05,0.95,19
BCC_A2,670,943.15,SI,W,2.2886176587216952e-07,8,0.05,0.95,19
BCC_A2,670,943.15,TI,W,222.65353006694008,8,0.05,0.95,19
BCC_A2,690,963.15,CR,CU,1.7905184186788965,8,0.05,0.95,19
BCC_A2,690,963.15,CR,FE,3552.7197238287104,8,0.05,0.95,19
BCC_A2,690,963.15,CR,MN,-2532.11575313139,8,0.05,0.95,19
BCC_A2,690,963.15,CR,MO,1722.5511477339635,8,0.05,0.95,19
BCC_A2,690,963.15,CR,NB,720.8508459567648,8,0.05,0.95,19
BCC_A2,690,963.15,CR,NI,562.8092998630796,8,0.05,0.95,19
BCC_A2,690,963.15,CR,SI,-13066.571910757826,8,0.05,0.95,19
BCC_A2,690,963.15,CR,TI,1497.538139567564,8,0.05,0.95,19
BCC_A2,690,963.15,CR,W,441.68983917780645,8,0.05,0.95,19
BCC_A2,690,963.15,CU,FE,169.6410077136908,8,0.05,0.95,19
BCC_A2,690,963.15,CU,MN,2294.1544505186534,8,0.05,0.95,19
BCC_A2,690,963.15,CU,MO,2.1031298867090896e-08,8,0.05,0.95,19
BCC_A2,690,963.15,CU,NB,65.06126032433357,8,0.05,0.95,19
BCC_A2,690,963.15,CU,NI,1076.5849934982198,8,0.05,0.95,19
BCC_A2,690,963.15,CU,SI,-3235.242639912308,8,0.05,0.95,19
BCC_A2,690,963.15,CU,TI,-1.3389754498091232e-08,8,0.05,0.95,19
BCC_A2,690,963.15,CU,W,2.2960710711889883e-08,8,0.05,0.95,19
BCC_A2,690,963.15,FE,MN,1229.70964313566,8,0.05,0.95,19
BCC_A2,690,963.15,FE,MO,947.982142071,8,0.05,0.95,19
BCC_A2,690,963.15,FE,NB,883.2609060621005,8,0.05,0.95,19
BCC_A2,690,963.15,FE,NI,779.5994643903127,8,0.05,0.95,19
BCC_A2,690,963.15,FE,SI,-17154.718108491314,8,0.05,0.95,19
BCC_A2,690,963.15,FE,TI,-5853.659769359858,8,0.05,0.95,19
BCC_A2,690,963.15,FE,W,259.59507785727146,8,0.05,0.95,19
BCC_A2,690,963.15,MN,MO,1262.5525507788166,8,0.05,0.95,19
BCC_A2,690,963.15,MN,NB,12.614894303117804,8,0.05,0.95,19
BCC_A2,690,963.15,MN,NI,-388.41192146970513,8,0.05,0.95,19
BCC_A2,690,963.15,MN,SI,-11189.41387841422,8,0.05,0.95,19
BCC_A2,690,963.15,MN,TI,-2887.240468483508,8,0.05,0.95,19
BCC_A2,690,963.15,MN,W,12.614894305035527,8,0.05,0.95,19
BCC_A2,690,963.15,MO,NB,1.249421096378136e-08,8,0.05,0.95,19
BCC_A2,690,963.15,MO,NI,90.16636420939113,8,0.05,0.95,19
BCC_A2,690,963.15,MO,SI,-7499.625939019394,8,0.05,0.95,19
BCC_A2,690,963.15,MO,TI,-332.84148847736077,8,0.05,0.95,19
BCC_A2,690,963.15,MO,W,249.98753129367176,8,0.05,0.95,19
BCC_A2,690,963.15,NB,NI,-2309.5336159426556,8,0.05,0.95,19
BCC_A2,690,963.15,NB,SI,-18624.33603276082,8,0.05,0.95,19
BCC_A2,690,963.15,NB,TI,1749.912718955521,8,0.05,0.95,19
BCC_A2,690,963.15,NB,W,-4292.660893284226,8,0.05,0.95,19
BCC_A2,690,963.15,NI,SI,-25632.83281082761,8,0.05,0.95,19
BCC_A2,690,963.15,NI,TI,-12142.57030734621,8,0.05,0.95,19
BCC_A2,690,963.15,NI,W,1.3062079581559027,8,0.05,0.95,19
BCC_A2,690,963.15,SI,TI,-32959.41709999875,8,0.05,0.95,19
BCC_A2,690,963.15,SI,W,2.2874237859864225e-07,8,0.05,0.95,19
BCC_A2,690,963.15,TI,W,237.35667620740628,8,0.05,0.95,19
BCC_A2,710,983.15,CR,CU,2.306850569199492,8,0.05,0.95,19
BCC_A2,710,983.15,CR,FE,3503.5597911860555,8,0.05,0.95,19
BCC_A2,710,983.15,CR,MN,-2532.8082715074615,8,0.05,0.95,19
BCC_A2,710,983.15,CR,MO,1868.8845652103817,8,0.05,0.95,19
BCC_A2,710,983.15,CR,NB,799.61082060791,8,0.05,0.95,19
BCC_A2,710,983.15,CR,NI,642.6139719845235,8,0.05,0.95,19
BCC_A2,710,983.15,CR,SI,-13066.57339941329,8,0.05,0.95,19
BCC_A2,710,983.15,CR,TI,1572.7647469643791,8,0.05,0.95,19
BCC_A2,710,983.15,CR,W,482.4566997436275,8,0.05,0.95,19
BCC_A2,710,983.15,CU,FE,199.21938360729288,8,0.05,0.95,19
BCC_A2,710,983.15,CU,MN,2307.257551688703,8,0.05,0.95,19
BCC_A2,710,983.15,CU,MO,2.1037352728223052e-08,8,0.05,0.95,19
BCC_A2,710,983.15,CU,NB,73.99497935956468,8,0.05,0.95,19
BCC_A2,710,983.15,CU,NI,1074.143932820529,8,0.05,0.95,19
BCC_A2,710,983.15,CU,SI,-3231.4586081492457,8,0.05,0.95,19
BCC_A2,710,983.15,CU,TI,-1.3387675721505326e-08,8,0.05,0.95,19
BCC_A2,710,983.15,CU,W,2.3085051920284176e-08,8,0.05,0.95,19
BCC_A2,710,983.15,FE,MN,1122.7650008146843,8,0.05,0.95,19
BCC_A2,710,983.15,FE,MO,1076.7659237764753,8,0.05,0.95,19
BCC_A2,710,983.15,FE,NB,788.88602205472,8,0.05,0.95,19
BCC_A2,710,983.15,FE,NI,735.875388575441,8,0.05,0.95,19
BCC_A2,710,983.15,FE,SI,-17240.188372330544,8,0.05,0.95,19
BCC_A2,710,983.15,FE,TI,-5948.034653349095,8,0.05,0.95,19
BCC_A2,710,983.15,FE,W,311.56118690873734,8,0.05,0.95,19
BCC_A2,710,983.15,MN,MO,1261.555458816381,8,0.05,0.95,19
BCC_A2,710,983.15,MN,NB,11.617802340092908,8,0.05,0.95,19
BCC_A2,710,983.15,MN,NI,-392.37248343077516,8,0.05,0.95,19
BCC_A2,710,983.15,MN,SI,-11190.410970374052,8,0.05,0.95,19
BCC_A2,710,983.15,MN,TI,-2888.2375604436884,8,0.05,0.95,19
BCC_A2,710,983.15,MN,W,11.61780234208886,8,0.05,0.95,19
BCC_A2,710,983.15,MO,NB,1.2546062717671045e-08,8,0.05,0.95,19
BCC_A2,710,983.15,MO,NI,101.82555961861132,8,0.05,0.95,19
BCC_A2,710,983.15,MO,SI,-7499.625939018721,8,0.05,0.95,19
BCC_A2,710,983.15,MO,TI,-213.86248285377144,8,0.05,0.95,19
BCC_A2,710,983.15,MO,W,249.98753129378858,8,0.05,0.95,19
BCC_A2,710,983.15,NB,NI,-2311.9746766212857,8,0.05,0.95,19
BCC_A2,710,983.15,NB,SI,-18624.33603275959,8,0.05,0.95,19
BCC_A2,710,983.15,NB,TI,1749.9127189562837,8,0.05,0.95,19
BCC_A2,710,983.15,NB,W,-4292.660893283749,8,0.05,0.95,19
BCC_A2,710,983.15,NI,SI,-25635.27387150232,8,0.05,0.95,19
BCC_A2,710,983.15,NI,TI,-12145.351620760255,8,0.05,0.95,19
BCC_A2,710,983.15,NI,W,1.7292079959764801,8,0.05,0.95,19
BCC_A2,710,983.15,SI,TI,-32959.23978477062,8,0.05,0.95,19
BCC_A2,710,983.15,SI,W,2.2867844469863452e-07,8,0.05,0.95,19
BCC_A2,710,983.15,TI,W,252.26249736361936,8,0.05,0.95,19
BCC_A2,730,1003.15,CR,CU,2.9119679335926283,8,0.05,0.95,19
BCC_A2,730,1003.15,CR,FE,3434.7641549306354,8,0.05,0.95,19
BCC_A2,730,1003.15,CR,MN,-2533.4334679927047,8,0.05,0.95,19
BCC_A2,730,1003.15,CR,MO,2024.5236156252413,8,0.05,0.95,19
BCC_A2,730,1003.15,CR,NB,884.9559897282369,8,0.05,0.95,19
BCC_A2,730,1003.15,CR,NI,724.836989527857,8,0.05,0.95,19
BCC_A2,730,1003.15,CR,SI,-13066.574744063386,8,0.05,0.95,19
BCC_A2,730,1003.15,CR,TI,1647.560593642486,8,0.05,0.95,19
BCC_A2,730,1003.15,CR,W,525.405063159343,8,0.05,0.95,19
BCC_A2,730,1003.15,CU,FE,232.79628594703823,8,0.05,0.95,19
BCC_A2,730,1003.15,CU,MN,2306.3572790782378,8,0.05,0.95,19
BCC_A2,730,1003.15,CU,MO,2.1043594174850695e-08,8,0.05,0.95,19
BCC_A2,730,1003.15,CU,NB,83.73938840381382,8,0.05,0.95,19
BCC_A2,730,1003.15,CU,NI,1071.9398336473755,8,0.05,0.95,19
BCC_A2,730,1003.15,CU,SI,-3227.585410691728,8,0.05,0.95,19
BCC_A2,730,1003.15,CU,TI,-1.3389650474205745e-08,8,0.05,0.95,19
BCC_A2,730,1003.15,CU,W,2.3212549663657814e-08,8,0.05,0.95,19
BCC_A2,730,1003.15,FE,MN,1001.6201241520168,8,0.05,0.95,19
BCC_A2,730,1003.15,FE,MO,1229.7332239822315,8,0.05,0.95,19
BCC_A2,730,1003.15,FE,NB,679.1354168537318,8,0.05,0.95,19
BCC_A2,730,1003.15,FE,NI,670.4404301268534,8,0.05,0.95,19
BCC_A2,730,1003.15,FE,SI,-17342.379287656913,8,0.05,0.95,19
BCC_A2,730,1003.15,FE,TI,-6057.78525853534,8,0.05,0.95,19
BCC_A2,730,1003.15,FE,W,377.23642042870665,8,0.05,0.95,19
BCC_A2,730,1003.15,MN,MO,1260.655186211996,8,0.05,0.95,19
BCC_A2,730,1003.15,MN,NB,10.717529735092533,8,0.05,0.95,19
BCC_A2,730,1003.15,MN,NI,-395.94869738921096,8,0.05,0.95,19
BCC_A2,730,1003.15,MN,SI,-11191.31124297577,8,0.05,0.95,19
BCC_A2,730,1003.15,MN,TI,-2889.1378330457514,8,0.05,0.95,19
BCC_A2,730,1003.15,MN,W,10.717529737170198,8,0.05,0.95,19
BCC_A2,730,1003.15,MO,NB,1.2592049899383976e-08,8,0.05,0.95,19
BCC_A2,730,1003.15,MO,NI,114.46024917714401,8,0.05,0.95,19
BCC_A2,730,1003.15,MO,SI,-7499.625939018017,8,0.05,0.95,19
BCC_A2,730,1003.15,MO,TI,-100.43165378843926,8,0.05,0.95,19
BCC_A2,730,1003.15,MO,W,249.98753129391366,8,0.05,0.95,19
BCC_A2,730,1003.15,NB,NI,-2314.1787757953834,8,0.05,0.95,19
BCC_A2,730,1003.15,NB,SI,-18624.336032758387,8,0.05,0.95,19
BCC_A2,730,1003.15,NB,TI,1749.9127189569658,8,0.05,0.95,19
BCC_A2,730,1003.15,NB,W,-4292.660893283255,8,0.05,0.95,19
BCC_A2,730,1003.15,NI,SI,-25637.477970672684,8,0.05,0.95,19
BCC_A2,730,1003.15,NI,TI,-12147.863036958766,8,0.05,0.95,19
BCC_A2,730,1003.15,NI,W,2.227467530857862,8,0.05,0.95,19
BCC_A2,730,1003.15,SI,TI,-32959.05798815903,8,0.05,0.95,19
BCC_A2,730,1003.15,SI,W,2.2854858680880725e-07,8,0.05,0.95,19
BCC_A2,730,1003.15,TI,W,267.3585717441059,8,0.05,0.95,19
BCC_A2,750,1023.15,CR,CU,3.6161930312796153,8,0.05,0.95,19
BCC_A2,750,1023.15,CR,FE,3343.1833859423296,8,0.05,0.95,19
BCC_A2,750,1023.15,CR,MN,-2533.9990935608344,8,0.05,0.95,19
BCC_A2,750,1023.15,CR,MO,2180.0713699721528,8,0.05,0.95,19
BCC_A2,750,1023.15,CR,NB,977.3050715645168,8,0.05,0.95,19
BCC_A2,750,1023.15,CR,NI,809.9519656803093,8,0.05,0.95,19
BCC_A2,750,1023.15,CR,SI,-13066.5759611061,8,0.05,0.95,19
BCC_A2,750,1023.15,CR,TI,1718.3696157931786,8,0.05,0.95,19
BCC_A2,750,1023.15,CR,W,570.5601086181309,8,0.05,0.95,19
BCC_A2,750,1023.15,CU,FE,270.8492622693244,8,0.05,0.95,19
BCC_A2,750,1023.15,CU,MN,2305.54270712919,8,0.05,0.95,19
BCC_A2,750,1023.15,CU,MO,2.1052891542666836e-08,8,0.05,0.95,19
BCC_A2,750,1023.15,CU,NB,94.32768430197869,8,0.05,0.95,19
BCC_A2,750,1023.15,CU,NI,1069.9455013056347,8,0.05,0.95,19
BCC_A2,750,1023.15,CU,SI,-3223.6243016590347,8,0.05,0.95,19
BCC_A2,750,1023.15,CU,TI,-1.3389346928660036e-08,8,0.05,0.95,19
BCC_A2,750,1023.15,CU,W,2.3338125518787276e-08,8,0.05,0.95,19
BCC_A2,750,1023.15,FE,MN,864.9824140968594,8,0.05,0.95,19
BCC_A2,750,1023.15,FE,MO,1382.6737684135305,8,0.05,0.95,19
BCC_A2,750,1023.15,FE,NB,552.1153445957162,8,0.05,0.95,19
BCC_A2,750,1023.15,FE,NI,581.9958382384261,8,0.05,0.95,19
BCC_A2,750,1023.15,FE,SI,-17462.166125312167,8,0.05,0.95,19
BCC_A2,750,1023.15,FE,TI,-6184.805330780286,8,0.05,0.95,19
BCC_A2,750,1023.15,FE,W,446.8111904157889,8,0.05,0.95,19
BCC_A2,750,1023.15,MN,MO,1259.8406142687043,8,0.05,0.95,19
BCC_A2,750,1023.15,MN,NB,9.90295779122277,8,0.05,0.95,19
BCC_A2,750,1023.15,MN,NI,-399.1846429495703,8,0.05,0.95,19
BCC_A2,750,1023.15,MN,SI,-11192.125814916393,8,0.05,0.95,19
BCC_A2,750,1023.15,MN,TI,-2889.9524049866704,8,0.05,0.95,19
BCC_A2,750,1023.15,MN,W,9.902957793348293,8,0.05,0.95,19
BCC_A2,750,1023.15,MO,NB,1.2647242361876655e-08,8,0.05,0.95,19
BCC_A2,750,1023.15,MO,NI,128.10435546968336,8,0.05,0.95,19
BCC_A2,750,1023.15,MO,SI,-7499.62593901731,8,0.05,0.95,19
BCC_A2,750,1023.15,MO,TI,-4.016087354191739,8,0.05,0.95,19
BCC_A2,750,1023.15,MO,W,249.9875312940268,8,0.05,0.95,19
BCC_A2,750,1023.15,NB,NI,-2316.17310813803,8,0.05,0.95,19
BCC_A2,750,1023.15,NB,SI,-18624.33603275719,8,0.05,0.95,19
BCC_A2,750,1023.15,NB,TI,1749.9127189575472,8,0.05,0.95,19
BCC_A2,750,1023.15,NB,W,-4292.660893282759,8,0.05,0.95,19
BCC_A2,750,1023.15,NI,SI,-25639.4723030114,8,0.05,0.95,19
BCC_A2,750,1023.15,NI,TI,-12150.135506469678,8,0.05,0.95,19
BCC_A2,750,1023.15,NI,W,2.810159415934473,8,0.05,0.95,19
BCC_A2,750,1023.15,SI,TI,-32958.87174530306,8,0.05,0.95,19
BCC_A2,750,1023.15,SI,W,2.2847339101750979e-07,8,0.05,0.95,19
BCC_A2,750,1023.15,TI,W,282.0488892655855,8,0.05,0.95,19
